id,allocation_run_id,gender_group,compatibility_score,members,room_number
Room 104,run_adf91595,Female_Computer Science_Yr4th Year,0.9846,"Student_55deabf2::student_55deabf2@example.com::Computer Science::4th Year,Student_962267ed::student_962267ed@example.com::Computer Science::4th Year,Student_929ddb33::student_929ddb33@example.com::Computer Science::4th Year",
Room 105,run_adf91595,Female_Computer Science_Yr4th Year,0.9845,"Student_9c8504cf::student_9c8504cf@example.com::Computer Science::4th Year,Student_0ab5fafc::student_0ab5fafc@example.com::Computer Science::4th Year,Student_db965315::student_db965315@example.com::Computer Science::4th Year",
Room 106,run_adf91595,Female_Computer Science_Yr4th Year,0.9844,"Student_81cb9f6a::student_81cb9f6a@example.com::Computer Science::4th Year,Student_1ab595f1::student_1ab595f1@example.com::Computer Science::4th Year,Student_247502ad::student_247502ad@example.com::Computer Science::4th Year",
Room 107,run_adf91595,Female_Computer Science_Yr4th Year,0.9843,"Student_65e114b1::student_65e114b1@example.com::Computer Science::4th Year,Student_e63ece17::student_e63ece17@example.com::Computer Science::4th Year,Student_c39aa308::student_c39aa308@example.com::Computer Science::4th Year",
Room 108,run_adf91595,Female_Computer Science_Yr4th Year,0.984,"Student_32927dd1::student_32927dd1@example.com::Computer Science::4th Year,Student_730600ca::student_730600ca@example.com::Computer Science::4th Year,Student_9884ff4d::student_9884ff4d@example.com::Computer Science::4th Year",
Room 109,run_adf91595,Female_Computer Science_Yr4th Year,0.9839,"Student_2da32e70::student_2da32e70@example.com::Computer Science::4th Year,Student_d5f01a91::student_d5f01a91@example.com::Computer Science::4th Year,Student_555dd186::student_555dd186@example.com::Computer Science::4th Year",
Room 110,run_adf91595,Female_Computer Science_Yr4th Year,0.9837,"Student_f3a6e0c2::student_f3a6e0c2@example.com::Computer Science::4th Year,Student_d0100551::student_d0100551@example.com::Computer Science::4th Year,Student_6a457b8f::student_6a457b8f@example.com::Computer Science::4th Year",
Room 111,run_adf91595,Female_Computer Science_Yr4th Year,0.9834,"Student_5fc66450::student_5fc66450@example.com::Computer Science::4th Year,Student_371dbf82::student_371dbf82@example.com::Computer Science::4th Year,Student_083e36e0::student_083e36e0@example.com::Computer Science::4th Year",
Room 112,run_adf91595,Female_Computer Science_Yr4th Year,0.983,"Student_8781eb70::student_8781eb70@example.com::Computer Science::4th Year,Student_c7f6cbd7::student_c7f6cbd7@example.com::Computer Science::4th Year,Student_799a8eed::student_799a8eed@example.com::Computer Science::4th Year",
Room 113,run_adf91595,Female_Computer Science_Yr4th Year,0.9829,"Student_e2eb0ccd::student_e2eb0ccd@example.com::Computer Science::4th Year,Student_7df9ec3d::student_7df9ec3d@example.com::Computer Science::4th Year,Student_2fc7f15f::student_2fc7f15f@example.com::Computer Science::4th Year",
Room 114,run_adf91595,Female_Computer Science_Yr4th Year,0.9828,"Student_4f331b5a::student_4f331b5a@example.com::Computer Science::4th Year,Student_e96472b5::student_e96472b5@example.com::Computer Science::4th Year,Student_534610f2::student_534610f2@example.com::Computer Science::4th Year",
Room 115,run_adf91595,Female_Computer Science_Yr4th Year,0.9826,"Student_d091163a::student_d091163a@example.com::Computer Science::4th Year,Student_b4fad5df::student_b4fad5df@example.com::Computer Science::4th Year,Student_cf7404c6::student_cf7404c6@example.com::Computer Science::4th Year",
Room 116,run_adf91595,Female_Computer Science_Yr4th Year,0.9825,"Student_76b14349::student_76b14349@example.com::Computer Science::4th Year,Student_d23fcb18::student_d23fcb18@example.com::Computer Science::4th Year,Student_0b48dd4d::student_0b48dd4d@example.com::Computer Science::4th Year",
Room 117,run_adf91595,Female_Computer Science_Yr4th Year,0.9824,"Student_60b74731::student_60b74731@example.com::Computer Science::4th Year,Student_89195102::student_89195102@example.com::Computer Science::4th Year,Student_c761e0c4::student_c761e0c4@example.com::Computer Science::4th Year",
Room 118,run_adf91595,Female_Computer Science_Yr4th Year,0.9824,"Student_c85b8d42::student_c85b8d42@example.com::Computer Science::4th Year,Student_2e81a0c1::student_2e81a0c1@example.com::Computer Science::4th Year,Student_b9019b5b::student_b9019b5b@example.com::Computer Science::4th Year",
Room 119,run_adf91595,Female_Computer Science_Yr4th Year,0.9823,"Student_e0e911e6::student_e0e911e6@example.com::Computer Science::4th Year,Student_5078e731::student_5078e731@example.com::Computer Science::4th Year,Student_9d4873ef::student_9d4873ef@example.com::Computer Science::4th Year",
Room 120,run_adf91595,Female_Computer Science_Yr4th Year,0.9822,"Student_3f77e0e1::student_3f77e0e1@example.com::Computer Science::4th Year,Student_3f581a61::student_3f581a61@example.com::Computer Science::4th Year,Student_e706f70a::student_e706f70a@example.com::Computer Science::4th Year",
Room 121,run_adf91595,Female_Computer Science_Yr4th Year,0.982,"Student_4788b7aa::student_4788b7aa@example.com::Computer Science::4th Year,Student_6fd391a3::student_6fd391a3@example.com::Computer Science::4th Year,Student_e487a5c0::student_e487a5c0@example.com::Computer Science::4th Year",
Room 122,run_adf91595,Female_Computer Science_Yr4th Year,0.982,"Student_adb7aad6::student_adb7aad6@example.com::Computer Science::4th Year,Student_7d52e031::student_7d52e031@example.com::Computer Science::4th Year,Student_40b6aedd::student_40b6aedd@example.com::Computer Science::4th Year",
Room 123,run_adf91595,Female_Computer Science_Yr4th Year,0.9813,"Student_e3e1be77::student_e3e1be77@example.com::Computer Science::4th Year,Student_3811ecd3::student_3811ecd3@example.com::Computer Science::4th Year,Student_e5d8d58e::student_e5d8d58e@example.com::Computer Science::4th Year",
Room 124,run_adf91595,Female_Computer Science_Yr4th Year,0.9813,"Student_437d868c::student_437d868c@example.com::Computer Science::4th Year,Student_72c3a489::student_72c3a489@example.com::Computer Science::4th Year,Student_64b3fd73::student_64b3fd73@example.com::Computer Science::4th Year",
Room 125,run_adf91595,Female_Computer Science_Yr4th Year,0.9813,"Student_6f032eb5::student_6f032eb5@example.com::Computer Science::4th Year,Student_b2fbe090::student_b2fbe090@example.com::Computer Science::4th Year,Student_51c60781::student_51c60781@example.com::Computer Science::4th Year",
Room 126,run_adf91595,Female_Computer Science_Yr4th Year,0.9811,"Student_b1b44259::student_b1b44259@example.com::Computer Science::4th Year,Student_0b6ab8af::student_0b6ab8af@example.com::Computer Science::4th Year,Student_dc307917::student_dc307917@example.com::Computer Science::4th Year",
Room 127,run_adf91595,Female_Computer Science_Yr4th Year,0.9808,"Student_0fb015cc::student_0fb015cc@example.com::Computer Science::4th Year,Student_e9e8945a::student_e9e8945a@example.com::Computer Science::4th Year,Student_d7b313dc::student_d7b313dc@example.com::Computer Science::4th Year",
Room 128,run_adf91595,Female_Computer Science_Yr4th Year,0.9807,"Student_1b10db19::student_1b10db19@example.com::Computer Science::4th Year,Student_f751d224::student_f751d224@example.com::Computer Science::4th Year,Student_d3eb34be::student_d3eb34be@example.com::Computer Science::4th Year",
Room 129,run_adf91595,Female_Computer Science_Yr4th Year,0.9803,"Student_c9898b9b::student_c9898b9b@example.com::Computer Science::4th Year,Student_97d497ed::student_97d497ed@example.com::Computer Science::4th Year,Student_a5808fe6::student_a5808fe6@example.com::Computer Science::4th Year",
Room 130,run_adf91595,Female_Computer Science_Yr4th Year,0.9802,"Student_64c44e0f::student_64c44e0f@example.com::Computer Science::4th Year,Student_058d61a5::student_058d61a5@example.com::Computer Science::4th Year,Student_7b9b64d6::student_7b9b64d6@example.com::Computer Science::4th Year",
Room 131,run_adf91595,Female_Computer Science_Yr4th Year,0.9798,"Student_6d8e2121::student_6d8e2121@example.com::Computer Science::4th Year,Student_9afe4fae::student_9afe4fae@example.com::Computer Science::4th Year,Student_2e2c4a7f::student_2e2c4a7f@example.com::Computer Science::4th Year",
Room 132,run_adf91595,Female_Computer Science_Yr4th Year,0.9794,"Student_b838fcfa::student_b838fcfa@example.com::Computer Science::4th Year,Student_9068d21e::student_9068d21e@example.com::Computer Science::4th Year,Student_acde90bb::student_acde90bb@example.com::Computer Science::4th Year",
Room 133,run_adf91595,Female_Computer Science_Yr4th Year,0.9792,"Student_7f31e5cb::student_7f31e5cb@example.com::Computer Science::4th Year,Student_f6132508::student_f6132508@example.com::Computer Science::4th Year,Student_2baed7e1::student_2baed7e1@example.com::Computer Science::4th Year",
Room 134,run_adf91595,Female_Computer Science_Yr4th Year,0.979,"Student_7a104b75::student_7a104b75@example.com::Computer Science::4th Year,Student_f61aee2a::student_f61aee2a@example.com::Computer Science::4th Year,Student_2009b754::student_2009b754@example.com::Computer Science::4th Year",
Room 135,run_adf91595,Female_Computer Science_Yr4th Year,0.9786,"Student_0d6fbc57::student_0d6fbc57@example.com::Computer Science::4th Year,Student_70159258::student_70159258@example.com::Computer Science::4th Year,Student_795810db::student_795810db@example.com::Computer Science::4th Year",
Room 136,run_adf91595,Female_Computer Science_Yr4th Year,0.9785,"Student_f95455de::student_f95455de@example.com::Computer Science::4th Year,Student_56429faf::student_56429faf@example.com::Computer Science::4th Year,Student_c9047d5b::student_c9047d5b@example.com::Computer Science::4th Year",
Room 137,run_adf91595,Female_Computer Science_Yr4th Year,0.9783,"Student_356423b0::student_356423b0@example.com::Computer Science::4th Year,Student_f8048740::student_f8048740@example.com::Computer Science::4th Year,Student_934edfc2::student_934edfc2@example.com::Computer Science::4th Year",
Room 138,run_adf91595,Female_Computer Science_Yr4th Year,0.9779,"Student_0e0f94b3::student_0e0f94b3@example.com::Computer Science::4th Year,Student_bee7a476::student_bee7a476@example.com::Computer Science::4th Year,Student_3b185a51::student_3b185a51@example.com::Computer Science::4th Year",
Room 139,run_adf91595,Female_Computer Science_Yr4th Year,0.9772,"Student_b01208e6::student_b01208e6@example.com::Computer Science::4th Year,Student_1a7d825b::student_1a7d825b@example.com::Computer Science::4th Year,Student_98f9a717::student_98f9a717@example.com::Computer Science::4th Year",
Room 140,run_adf91595,Female_Computer Science_Yr4th Year,0.9766,"Student_608a9882::student_608a9882@example.com::Computer Science::4th Year,Student_2650ab65::student_2650ab65@example.com::Computer Science::4th Year,Student_c08e5bec::student_c08e5bec@example.com::Computer Science::4th Year",
Room 141,run_adf91595,Female_Computer Science_Yr4th Year,0.9763,"Student_332ec02d::student_332ec02d@example.com::Computer Science::4th Year,Student_b2999521::student_b2999521@example.com::Computer Science::4th Year,Student_696be94a::student_696be94a@example.com::Computer Science::4th Year",
Room 142,run_adf91595,Female_Computer Science_Yr4th Year,0.976,"Student_f4e8ff64::student_f4e8ff64@example.com::Computer Science::4th Year,Student_0a904901::student_0a904901@example.com::Computer Science::4th Year,Student_40235fef::student_40235fef@example.com::Computer Science::4th Year",
Room 143,run_adf91595,Female_Computer Science_Yr4th Year,0.9758,"Student_0aef77f1::student_0aef77f1@example.com::Computer Science::4th Year,Student_6551f87a::student_6551f87a@example.com::Computer Science::4th Year,Student_f04be914::student_f04be914@example.com::Computer Science::4th Year",
Room 144,run_adf91595,Female_Computer Science_Yr4th Year,0.9756,"Student_5c82ccab::student_5c82ccab@example.com::Computer Science::4th Year,Student_f046cf63::student_f046cf63@example.com::Computer Science::4th Year,Student_308e156e::student_308e156e@example.com::Computer Science::4th Year",
Room 145,run_adf91595,Female_Computer Science_Yr4th Year,0.9754,"Student_2db064a8::student_2db064a8@example.com::Computer Science::4th Year,Student_0c3e4ecb::student_0c3e4ecb@example.com::Computer Science::4th Year,Student_a5d5c04a::student_a5d5c04a@example.com::Computer Science::4th Year",
Room 146,run_adf91595,Female_Computer Science_Yr4th Year,0.9754,"Student_f10c5d24::student_f10c5d24@example.com::Computer Science::4th Year,Student_73c41078::student_73c41078@example.com::Computer Science::4th Year,Student_a3e7b91a::student_a3e7b91a@example.com::Computer Science::4th Year",
Room 147,run_adf91595,Female_Computer Science_Yr4th Year,0.9748,"Student_4875d4cc::student_4875d4cc@example.com::Computer Science::4th Year,Student_f760eda9::student_f760eda9@example.com::Computer Science::4th Year,Student_38c75672::student_38c75672@example.com::Computer Science::4th Year",
Room 148,run_adf91595,Female_Computer Science_Yr4th Year,0.9744,"Student_7b4113f2::student_7b4113f2@example.com::Computer Science::4th Year,Student_2f78f769::student_2f78f769@example.com::Computer Science::4th Year,Student_cff32584::student_cff32584@example.com::Computer Science::4th Year",
Room 149,run_adf91595,Female_Computer Science_Yr4th Year,0.9743,"Student_0c8508c3::student_0c8508c3@example.com::Computer Science::4th Year,Student_15d8f4da::student_15d8f4da@example.com::Computer Science::4th Year,Student_5c123a33::student_5c123a33@example.com::Computer Science::4th Year",
Room 150,run_adf91595,Female_Computer Science_Yr4th Year,0.9743,"Student_7d6cf1c6::student_7d6cf1c6@example.com::Computer Science::4th Year,Student_18c8b997::student_18c8b997@example.com::Computer Science::4th Year,Student_a3980281::student_a3980281@example.com::Computer Science::4th Year",
Room 151,run_adf91595,Female_Computer Science_Yr4th Year,0.974,"Student_bc5e9d79::student_bc5e9d79@example.com::Computer Science::4th Year,Student_6f387e5d::student_6f387e5d@example.com::Computer Science::4th Year,Student_cefe9620::student_cefe9620@example.com::Computer Science::4th Year",
Room 152,run_adf91595,Female_Computer Science_Yr4th Year,0.9734,"Student_774b9aa9::student_774b9aa9@example.com::Computer Science::4th Year,Student_8e4e0527::student_8e4e0527@example.com::Computer Science::4th Year,Student_2e662c71::student_2e662c71@example.com::Computer Science::4th Year",
Room 153,run_adf91595,Female_Computer Science_Yr4th Year,0.9725,"Student_093e3692::student_093e3692@example.com::Computer Science::4th Year,Student_8b194d26::student_8b194d26@example.com::Computer Science::4th Year,Student_297f1e19::student_297f1e19@example.com::Computer Science::4th Year",
Room 154,run_adf91595,Female_Computer Science_Yr4th Year,0.9721,"Student_dde3090a::student_dde3090a@example.com::Computer Science::4th Year,Student_864f490e::student_864f490e@example.com::Computer Science::4th Year,Student_41c8a118::student_41c8a118@example.com::Computer Science::4th Year",
Room 155,run_adf91595,Female_Computer Science_Yr4th Year,0.9719,"Student_6cb5a361::student_6cb5a361@example.com::Computer Science::4th Year,Student_5b2954f2::student_5b2954f2@example.com::Computer Science::4th Year,Student_cb7b124a::student_cb7b124a@example.com::Computer Science::4th Year",
